Date,Open*,High,Low,Close**,Volume,Market Cap
2017-11-18,0.589575,0.615012,0.471364,0.502786,"501,608","19,031,761"
2017-11-17,0.503209,0.752157,0.446645,0.593265,"1,481,900","22,456,628"
2017-11-16,0.775131,0.796918,0.431771,0.492622,"2,510,480","18,647,028"
2017-11-15,0.537399,0.784566,0.529783,0.775223,"2,620,740","29,344,212"
2017-11-14,0.448361,0.703263,0.446727,0.542238,"2,436,860","20,525,123"
2017-11-13,0.352419,0.500832,0.352419,0.451083,"872,048","17,074,668"
2017-11-12,0.376252,0.420213,0.336186,0.347715,"391,330","13,161,920"
2017-11-11,0.343949,0.39357,0.34353,0.376515,"265,856","14,252,075"
2017-11-10,0.365598,0.400197,0.333753,0.345169,"184,726","13,065,547"
2017-11-09,0.409749,0.438668,0.357709,0.36453,"369,614","13,798,411"
2017-11-08,0.293017,0.410251,0.287297,0.410251,"448,386","15,529,070"
2017-11-07,0.2764,0.306008,0.267692,0.293891,"95,408","11,124,541"
2017-11-06,0.286431,0.297612,0.26531,0.27619,"101,543","10,454,512"
2017-11-05,0.32026,0.328679,0.262244,0.285811,"156,671","10,818,692"
2017-11-04,0.306686,0.358919,0.291952,0.320839,"186,011","12,144,593"
2017-11-03,0.199092,0.351658,0.183822,0.307426,"353,557","11,636,876"
2017-11-02,0.236749,0.23958,0.175863,0.207797,"127,797","7,865,658"
2017-11-01,0.253734,0.279518,0.202666,0.237179,"121,818","8,977,844"
2017-10-31,0.272858,0.290974,0.239435,0.254026,"108,977","9,615,547"
2017-10-30,0.236485,0.293991,0.193311,0.286846,"121,375","10,857,869"
2017-10-29,0.251006,0.264345,0.186113,0.237833,"123,115","9,002,599"
2017-10-28,0.258754,0.27963,0.218354,0.251247,"103,078","9,510,354"
2017-10-27,0.323799,0.324898,0.258091,0.258091,"104,102","9,769,417"
2017-10-26,0.297795,0.326911,0.284012,0.318309,"128,901","12,048,826"
2017-10-25,0.351504,0.362435,0.276598,0.29784,"204,119","11,274,021"
2017-10-24,0.304603,0.379421,0.293637,0.351373,"247,468","13,300,384"
2017-10-23,0.351433,0.351568,0.27781,0.305244,"138,692","11,554,282"
2017-10-22,0.294528,0.382113,0.294528,0.345373,"186,559","13,073,269"
2017-10-21,0.29334,0.314004,0.246186,0.294433,"215,289","11,145,057"
2017-10-20,0.352803,0.377971,0.273056,0.293965,"289,789","11,127,342"
2017-10-19,0.436012,0.487819,0.276557,0.344139,"924,978","13,026,559"
2017-10-18,0.401004,0.533902,0.360096,0.438562,"1,656,830","16,600,716"
2017-10-17,0.246671,0.443819,0.236874,0.401595,"1,041,730","15,201,418"
2017-10-16,0.298244,0.298244,0.217877,0.247189,"301,091","9,356,748"
2017-10-15,0.201523,0.297386,0.198978,0.297386,"388,515","11,256,836"
2017-10-14,0.178497,0.20987,0.156454,0.200853,"148,721","7,602,810"
2017-10-13,0.212582,0.234052,0.170183,0.178447,"235,279","6,754,684"
2017-10-12,0.143139,0.261161,0.143139,0.211981,"337,890",-
